Zero/NonZero,Location,SKU,Name,Bin,BatchSerialNumber,ExpiryDate_YYYYMMDD,Quantity,UnitCost,Comments,ReceivedDate_YYYYMMDD
Zero,Cape Town Warehouse,AC-BD-MC-KXL,Cooling Mattress Protector King Extra Length,,,,14,404.00,"SHOPIFY-RECEIPTS-AUG26-CPT | PO484 DN 04.08 part 2 INV0024088 (Sheraton) | 14 x Cooling KXL received in Shopify 4 Aug 2026, not processed in Cin7 - balance of INV0024088 captured as DN 03.08",20260804
