Zero/NonZero,Location,SKU,Name,Bin,BatchSerialNumber,ExpiryDate_YYYYMMDD,Quantity,UnitCost,Comments,ReceivedDate_YYYYMMDD
Zero,Cape Town Warehouse,AC-BD-MP-Q,Quilted Mattress Protector Queen,,,,3,192.00,"SHOPIFY-RECEIPTS-AUG26-CPT | PO484 DN 06.08 INV0024114 (Sheraton) | Goods received in Shopify 6 Aug 2026, not processed in Cin7",20260806
